"Dataset:","LGBTI","","","","","",""
"Theme:","Social attitudes and government response","","","","","",""
"","","","","","","",""
"[1]: = not available due to small sample size","","","","","","",""
"[2]: = missing value","","","","","","",""
"Source of Data:","Placeholder","","","","","",""
"Last update:","4/1/2020","","","","","",""
"Hyperlink to the variable:","fra-demo-app4.eurodyn.com/en/data-and-maps/2020/lgbti-survey-data-explorer?plot=heatMap&topic=4. Social attitudes and government response&superSubset=0--All&subset=AllSubset&subsetValue=0. All","","","","","",""
"General Disclaimer of the FRA website:","http://fra.europa.eu/en/terms-and-conditions","","","","","",""
"Subset Value:","All","","","","","",""
"","","","","","","",""
"CountryCode","target_group","subset","question_code","question_label","answer","percentage","notes"
"Denmark","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","47",""
"Denmark","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","30",""
"Denmark","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","9",""
"Estonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","3",""
"Estonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","12",""
"Estonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","48",""
"Estonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","37",""
"Greece","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","4",""
"Greece","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","22",""
"Greece","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","47",""
"Greece","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","27",""
"Spain","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","6",""
"Spain","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","32",""
"Spain","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","44",""
"Spain","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","18",""
"Finland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","12",""
"Finland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","49",""
"Finland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","32",""
"Finland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","7",""
"France","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","3",""
"France","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","21",""
"France","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","48",""
"France","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","28",""
"Croatia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","3",""
"Croatia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","11",""
"Croatia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","42",""
"Croatia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","45",""
"Hungary","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","2",""
"Hungary","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","4",""
"Hungary","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","26",""
"Hungary","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","69",""
"Ireland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","11",""
"Ireland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","45",""
"Ireland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","35",""
"Ireland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","9",""
"Italy","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","1",""
"Italy","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","6",""
"Italy","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","35",""
"Italy","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","58",""
"Lithuania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","2",""
"Lithuania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","11",""
"Lithuania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","39",""
"Lithuania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","48",""
"Luxembourg","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","20",""
"Luxembourg","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","49",""
"Luxembourg","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","24",""
"Luxembourg","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","7",""
"Latvia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","2",""
"Latvia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","8",""
"Latvia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","49",""
"Latvia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","41",""
"Malta","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","29",""
"Malta","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","52",""
"Malta","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","17",""
"Malta","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","2",""
"Netherlands","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","9",""
"Netherlands","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","46",""
"Netherlands","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","35",""
"Netherlands","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","10",""
"Poland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","1",""
"Poland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","2",""
"Poland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","15",""
"Poland","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","81",""
"Portugal","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","7",""
"Portugal","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","40",""
"Portugal","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","40",""
"Portugal","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","13",""
"Romania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","2",""
"Romania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","5",""
"Romania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","32",""
"Romania","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","61",""
"Sweden","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","12",""
"Sweden","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","42",""
"Sweden","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","35",""
"Sweden","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","12",""
"Slovenia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","5",""
"Slovenia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","25",""
"Slovenia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","48",""
"Slovenia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","22",""
"Slovakia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","2",""
"Slovakia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","7",""
"Slovakia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","30",""
"Slovakia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","62",""
"United Kingdom","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","8",""
"United Kingdom","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","32",""
"United Kingdom","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","44",""
"United Kingdom","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","16",""
"EU-28","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","4",""
"EU-28","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","23",""
"EU-28","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","40",""
"EU-28","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","32",""
"North Macedonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","3",""
"North Macedonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","14",""
"North Macedonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","44",""
"North Macedonia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","38",""
"Serbia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, definitely","2",""
"Serbia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","Yes, probably","14",""
"Serbia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, probably not","41",""
"Serbia","All","All","DEXgov_resp","Does the government in the country where you live respond adequately to the safety needs of LGBTI people?","No, definitely not","43",""
"Austria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","4",""
"Austria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","13",""
"Austria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","28",""
"Austria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","46",""
"Austria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","8",""
"Austria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Belgium","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","8",""
"Belgium","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","24",""
"Belgium","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","37",""
"Belgium","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","26",""
"Belgium","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","5",""
"Belgium","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Bulgaria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","18",""
"Bulgaria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","20",""
"Bulgaria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","28",""
"Bulgaria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","30",""
"Bulgaria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","4",""
"Bulgaria","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Cyprus","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","6",""
"Cyprus","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","10",""
"Cyprus","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","25",""
"Cyprus","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","52",""
"Cyprus","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","7",""
"Cyprus","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Czechia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","3",""
"Czechia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","9",""
"Czechia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","28",""
"Czechia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","45",""
"Czechia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","15",""
"Czechia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Germany","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","6",""
"Germany","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","18",""
"Germany","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","30",""
"Germany","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","38",""
"Germany","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","7",""
"Germany","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Denmark","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","4",""
"Denmark","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","13",""
"Denmark","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","29",""
"Denmark","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","40",""
"Denmark","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","14",""
"Denmark","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Estonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","10",""
"Estonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","25",""
"Estonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","22",""
"Estonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","36",""
"Estonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","5",""
"Estonia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Greece","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","7",""
"Greece","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","11",""
"Greece","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","25",""
"Greece","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","49",""
"Greece","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","8",""
"Greece","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Spain","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","12",""
"Spain","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","25",""
"Spain","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","20",""
"Spain","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","34",""
"Spain","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","9",""
"Spain","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Finland","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","2",""
"Finland","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","9",""
"Finland","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","19",""
"Finland","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","52",""
"Finland","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","18",""
"Finland","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"France","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","29",""
"France","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","25",""
"France","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","23",""
"France","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","19",""
"France","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","3",""
"France","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","1",""
"Croatia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","9",""
"Croatia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","15",""
"Croatia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","31",""
"Croatia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","39",""
"Croatia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","6",""
"Croatia","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Do not know","0",""
"Hungary","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a lot","17",""
"Hungary","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Increased a little","24",""
"Hungary","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Stayed the same","25",""
"Hungary","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a little","31",""
"Hungary","All","All","DEXind_b1","In the past five years has prejudice and intolerance against LGBTI people increased, stayed the same or decreased in the country where you live?","Decreased a lot","3",""
